Year,Infectious diseases,Age,Region,Value
2020,ill_3_m_m_r,age_vac_1_under_1_year,,71.6
2021,ill_3_m_m_r,age_vac_1_under_1_year,,63.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,68.2
2023,ill_3_m_m_r,age_vac_1_under_1_year,,33.5
2024,ill_3_m_m_r,age_vac_1_under_1_year,,81.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,,91.6
2016,ill_3_m_m_r,age_vac_1_under_1_year,,94.6
2017,ill_3_m_m_r,age_vac_1_under_1_year,,90.3
2018,ill_3_m_m_r,age_vac_1_under_1_year,,88.6
2019,ill_3_m_m_r,age_vac_1_under_1_year,,93.6
2020,ill_3_m_m_r,age_vac_1_under_1_year,,91.9
2021,ill_3_m_m_r,age_vac_1_under_1_year,,82.5
2022,ill_3_m_m_r,age_vac_1_under_1_year,,92.5
2023,ill_3_m_m_r,age_vac_1_under_1_year,,51.7
2015,ill_3_m_m_r,age_vac_1_under_1_year,,87.2
2017,ill_3_m_m_r,age_vac_1_under_1_year,,87.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,,83.4
2019,ill_3_m_m_r,age_vac_1_under_1_year,,74.6
2020,ill_3_m_m_r,age_vac_1_under_1_year,,72
2021,ill_3_m_m_r,age_vac_1_under_1_year,,50.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,,62.6
2015,ill_3_m_m_r,age_vac_1_under_1_year,,85.8
2017,ill_3_m_m_r,age_vac_1_under_1_year,,85.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,,82.3
2020,ill_3_m_m_r,age_vac_1_under_1_year,,89.4
2023,ill_3_m_m_r,age_vac_1_under_1_year,,44
2024,ill_3_m_m_r,age_vac_1_under_1_year,,87.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,,90.8
2018,ill_3_m_m_r,age_vac_1_under_1_year,,66
2019,ill_3_m_m_r,age_vac_1_under_1_year,,87.5
2020,ill_3_m_m_r,age_vac_1_under_1_year,,85
2021,ill_3_m_m_r,age_vac_1_under_1_year,,70.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,78
2023,ill_3_m_m_r,age_vac_1_under_1_year,,41.5
2024,ill_3_m_m_r,age_vac_1_under_1_year,,74.7
2015,ill_3_m_m_r,age_vac_1_under_1_year,,0
2016,ill_3_m_m_r,age_vac_1_under_1_year,,0
2017,ill_3_m_m_r,age_vac_1_under_1_year,,0
2018,ill_3_m_m_r,age_vac_1_under_1_year,,0
2019,ill_3_m_m_r,age_vac_1_under_1_year,,0
2020,ill_3_m_m_r,age_vac_1_under_1_year,,0
2024,ill_3_m_m_r,age_vac_1_under_1_year,,0
2016,ill_3_m_m_r,age_vac_1_under_1_year,,63.1
2017,ill_3_m_m_r,age_vac_1_under_1_year,,53.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,,47.3
2020,ill_3_m_m_r,age_vac_1_under_1_year,,67
2021,ill_3_m_m_r,age_vac_1_under_1_year,,55.3
2022,ill_3_m_m_r,age_vac_1_under_1_year,,58.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,,40.1
2015,ill_3_m_m_r,age_vac_1_under_1_year,,89.5
2016,ill_3_m_m_r,age_vac_1_under_1_year,,89.2
2018,ill_3_m_m_r,age_vac_1_under_1_year,,77.4
2020,ill_3_m_m_r,age_vac_1_under_1_year,,96.3
2022,ill_3_m_m_r,age_vac_1_under_1_year,,91
2023,ill_3_m_m_r,age_vac_1_under_1_year,,68.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,,72.7
2016,ill_3_m_m_r,age_vac_1_under_1_year,,76.4
2017,ill_3_m_m_r,age_vac_1_under_1_year,,64.3
2018,ill_3_m_m_r,age_vac_1_under_1_year,,61.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,,75.9
2020,ill_3_m_m_r,age_vac_1_under_1_year,,80.8
2021,ill_3_m_m_r,age_vac_1_under_1_year,,65.5
2022,ill_3_m_m_r,age_vac_1_under_1_year,,62.2
2024,ill_3_m_m_r,age_vac_1_under_1_year,,78.1
2015,ill_3_m_m_r,age_vac_1_under_1_year,,87.1
2016,ill_3_m_m_r,age_vac_1_under_1_year,,87.1
2017,ill_3_m_m_r,age_vac_1_under_1_year,,88.7
2018,ill_3_m_m_r,age_vac_1_under_1_year,,90.1
2020,ill_3_m_m_r,age_vac_1_under_1_year,,91
2022,ill_3_m_m_r,age_vac_1_under_1_year,,92.4
2023,ill_3_m_m_r,age_vac_1_under_1_year,,74.4
2024,ill_3_m_m_r,age_vac_1_under_1_year,,88.7
2015,ill_3_m_m_r,age_vac_1_under_1_year,,97.2
2016,ill_3_m_m_r,age_vac_1_under_1_year,,91.2
2017,ill_3_m_m_r,age_vac_1_under_1_year,,95.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,,92.9
2020,ill_3_m_m_r,age_vac_1_under_1_year,,85.1
2021,ill_3_m_m_r,age_vac_1_under_1_year,,82.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,89.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,,75.7
2024,ill_3_m_m_r,age_vac_1_under_1_year,,95.5
2017,ill_3_m_m_r,age_vac_1_under_1_year,,88.8
2021,ill_3_m_m_r,age_vac_1_under_1_year,,79.5
2023,ill_3_m_m_r,age_vac_1_under_1_year,,89.8
2024,ill_3_m_m_r,age_vac_1_under_1_year,,91.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,,80.6
2016,ill_3_m_m_r,age_vac_1_under_1_year,,80.3
2017,ill_3_m_m_r,age_vac_1_under_1_year,,81.8
2018,ill_3_m_m_r,age_vac_1_under_1_year,,79.3
2020,ill_3_m_m_r,age_vac_1_under_1_year,,69.8
2022,ill_3_m_m_r,age_vac_1_under_1_year,,71.6
2023,ill_3_m_m_r,age_vac_1_under_1_year,,55.7
2024,ill_3_m_m_r,age_vac_1_under_1_year,,87.9
2015,ill_3_m_m_r,age_vac_1_under_1_year,,77.3
2016,ill_3_m_m_r,age_vac_1_under_1_year,,83.9
2017,ill_3_m_m_r,age_vac_1_under_1_year,,77.7
2018,ill_3_m_m_r,age_vac_1_under_1_year,,78.3
2019,ill_3_m_m_r,age_vac_1_under_1_year,,83.6
2021,ill_3_m_m_r,age_vac_1_under_1_year,,71.5
2022,ill_3_m_m_r,age_vac_1_under_1_year,,90.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,,91.8
2015,ill_3_m_m_r,age_vac_1_under_1_year,,100
2020,ill_3_m_m_r,age_vac_1_under_1_year,,94.8
2021,ill_3_m_m_r,age_vac_1_under_1_year,,85.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,100
2023,ill_3_m_m_r,age_vac_1_under_1_year,,99.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,,98.7
2015,ill_3_m_m_r,age_vac_1_under_1_year,,92.6
2016,ill_3_m_m_r,age_vac_1_under_1_year,,84.9
2019,ill_3_m_m_r,age_vac_1_under_1_year,,86.5
2021,ill_3_m_m_r,age_vac_1_under_1_year,,63.9
2022,ill_3_m_m_r,age_vac_1_under_1_year,,76.1
2023,ill_3_m_m_r,age_vac_1_under_1_year,,64.1
2024,ill_3_m_m_r,age_vac_1_under_1_year,,78.7
2015,ill_3_m_m_r,age_vac_1_under_1_year,,92.9
2017,ill_3_m_m_r,age_vac_1_under_1_year,,83.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,,86.9
2019,ill_3_m_m_r,age_vac_1_under_1_year,,90.8
2020,ill_3_m_m_r,age_vac_1_under_1_year,,85.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,,58.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,,75.9
2019,ill_3_m_m_r,age_vac_1_under_1_year,,75.7
2021,ill_3_m_m_r,age_vac_1_under_1_year,,62.8
2023,ill_3_m_m_r,age_vac_1_under_1_year,,39.1
2024,ill_3_m_m_r,age_vac_1_under_1_year,,69.4
2016,ill_3_m_m_r,age_vac_1_under_1_year,,92.2
2017,ill_3_m_m_r,age_vac_1_under_1_year,,94.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,,93.1
2019,ill_3_m_m_r,age_vac_1_under_1_year,,79.8
2021,ill_3_m_m_r,age_vac_1_under_1_year,,76.3
2022,ill_3_m_m_r,age_vac_1_under_1_year,,70
2024,ill_3_m_m_r,age_vac_1_under_1_year,,88.2
2015,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,98
2016,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,96.5
2017,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,95.7
2018,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,98.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,97.3
2020,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,95.1
2021,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,85.9
2022,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,93.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,98.5
2015,ill_3_m_m_r,age_vac_1_under_1_year,,87.79647361408075
2016,ill_3_m_m_r,age_vac_1_under_1_year,,87.2583723857532
2017,ill_3_m_m_r,age_vac_1_under_1_year,,83.58195619720564
2018,ill_3_m_m_r,age_vac_1_under_1_year,,80.81600141605452
2019,ill_3_m_m_r,age_vac_1_under_1_year,,88.33131914102445
2020,ill_3_m_m_r,age_vac_1_under_1_year,,86.77201463209961
2021,ill_3_m_m_r,age_vac_1_under_1_year,,76.95569462386406
2022,ill_3_m_m_r,age_vac_1_under_1_year,,82.14809075949215
2023,ill_3_m_m_r,age_vac_1_under_1_year,,80.7238104794014
2024,ill_3_m_m_r,age_vac_1_under_1_year,,94.63914970096991
2015,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,91.54386448147638
2016,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,91.68380462724936
2017,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,85.30099812850904
2018,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,75.71733170880293
2019,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,89.69838865170087
2020,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,87.66066838046272
2021,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,74.25920149719276
2022,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,72.21076885762794
2023,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,76.56722669521105
2024,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,98.11320754716981
2015,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,88.84219678307491
2016,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,88.54247856586126
2017,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,89.15913200723328
2018,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,90.25358785007663
2019,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,89.16099116070136
2020,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,86.99662249935048
2021,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,80.40687160940325
2022,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,87.51347079531575
2023,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,94.935744223908
2024,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,94.46457035212288
2015,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,91.76036866359448
2016,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,89.68989769820972
2017,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,92.1852457439646
2018,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,88.82413793103449
2019,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,92.85714285714286
2020,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,86.59686700767263
2021,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,84.25026449937482
2022,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,89.56014265643574
2023,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,88.89534555256935
2024,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,98.84792626728111
2015,ill_3_m_m_r,age_vac_1_under_1_year,,92.05851619644723
2016,ill_3_m_m_r,age_vac_1_under_1_year,,93.01075268817203
2017,ill_3_m_m_r,age_vac_1_under_1_year,,99.05933429811867
2018,ill_3_m_m_r,age_vac_1_under_1_year,,97.27418492784608
2019,ill_3_m_m_r,age_vac_1_under_1_year,,97.3876698014629
2020,ill_3_m_m_r,age_vac_1_under_1_year,,99.13978494623656
2021,ill_3_m_m_r,age_vac_1_under_1_year,,87.33719247467438
2022,ill_3_m_m_r,age_vac_1_under_1_year,,96.24945486262538
2023,ill_3_m_m_r,age_vac_1_under_1_year,,97.82352941176471
2024,ill_3_m_m_r,age_vac_1_under_1_year,,99.58202716823406
2015,ill_3_m_m_r,age_vac_1_under_1_year,,92.50486696950033
2016,ill_3_m_m_r,age_vac_1_under_1_year,,95.53732567678425
2017,ill_3_m_m_r,age_vac_1_under_1_year,,87.74985157332279
2018,ill_3_m_m_r,age_vac_1_under_1_year,,83.72058274187523
2019,ill_3_m_m_r,age_vac_1_under_1_year,,92.95911745619728
2020,ill_3_m_m_r,age_vac_1_under_1_year,,93.91304347826087
2021,ill_3_m_m_r,age_vac_1_under_1_year,,83.7819117356026
2022,ill_3_m_m_r,age_vac_1_under_1_year,,88.28738641614045
2023,ill_3_m_m_r,age_vac_1_under_1_year,,75.73187880853965
2024,ill_3_m_m_r,age_vac_1_under_1_year,,98.57235561323816
2015,ill_3_m_m_r,age_vac_1_under_1_year,,84.0963534735161
2016,ill_3_m_m_r,age_vac_1_under_1_year,,79.89605480746516
2017,ill_3_m_m_r,age_vac_1_under_1_year,,75.37005951472608
2018,ill_3_m_m_r,age_vac_1_under_1_year,,69.50600629536841
2019,ill_3_m_m_r,age_vac_1_under_1_year,,83.20468458876763
2020,ill_3_m_m_r,age_vac_1_under_1_year,,82.77817150956767
2021,ill_3_m_m_r,age_vac_1_under_1_year,,72.4858843277888
2022,ill_3_m_m_r,age_vac_1_under_1_year,,75.87532888079336
2023,ill_3_m_m_r,age_vac_1_under_1_year,,78.99794500440356
2024,ill_3_m_m_r,age_vac_1_under_1_year,,85.7066808623902
2015,ill_3_m_m_r,age_vac_1_under_1_year,,91.62361623616236
2016,ill_3_m_m_r,age_vac_1_under_1_year,,93.45323741007195
2017,ill_3_m_m_r,age_vac_1_under_1_year,,98.1813524590164
2018,ill_3_m_m_r,age_vac_1_under_1_year,,96.9727718586166
2019,ill_3_m_m_r,age_vac_1_under_1_year,,91.66051660516605
2020,ill_3_m_m_r,age_vac_1_under_1_year,,90.25179856115108
2021,ill_3_m_m_r,age_vac_1_under_1_year,,91.64959016393442
2022,ill_3_m_m_r,age_vac_1_under_1_year,,99.5412064570943
2023,ill_3_m_m_r,age_vac_1_under_1_year,,98.25565861292415
2024,ill_3_m_m_r,age_vac_1_under_1_year,,99.48339483394834
2015,ill_3_m_m_r,age_vac_1_under_1_year,,85.55042663309553
2016,ill_3_m_m_r,age_vac_1_under_1_year,,81.66163901458019
2017,ill_3_m_m_r,age_vac_1_under_1_year,,70.17802937074411
2018,ill_3_m_m_r,age_vac_1_under_1_year,,65.20210896309314
2019,ill_3_m_m_r,age_vac_1_under_1_year,,83.64806266610715
2020,ill_3_m_m_r,age_vac_1_under_1_year,,83.00653594771242
2021,ill_3_m_m_r,age_vac_1_under_1_year,,66.11699072934614
2022,ill_3_m_m_r,age_vac_1_under_1_year,,74.12031782065834
2023,ill_3_m_m_r,age_vac_1_under_1_year,,62.719550204730176
2024,ill_3_m_m_r,age_vac_1_under_1_year,,92.43250804308295
2015,ill_3_m_m_r,age_vac_1_under_1_year,,83.53701735742118
2016,ill_3_m_m_r,age_vac_1_under_1_year,,86.43992144259953
2017,ill_3_m_m_r,age_vac_1_under_1_year,,82.98418127404874
2018,ill_3_m_m_r,age_vac_1_under_1_year,,81.07774578362815
2019,ill_3_m_m_r,age_vac_1_under_1_year,,84.36946510804108
2020,ill_3_m_m_r,age_vac_1_under_1_year,,86.54704517050527
2021,ill_3_m_m_r,age_vac_1_under_1_year,,75.26186404446345
2022,ill_3_m_m_r,age_vac_1_under_1_year,,77.71410084577344
2023,ill_3_m_m_r,age_vac_1_under_1_year,,63.86933333333333
2024,ill_3_m_m_r,age_vac_1_under_1_year,,90.85193057031526
2015,ill_3_m_m_r,age_vac_1_under_1_year,,98.14553990610328
2016,ill_3_m_m_r,age_vac_1_under_1_year,,93.33047394381299
2017,ill_3_m_m_r,age_vac_1_under_1_year,,98.25521218394204
2018,ill_3_m_m_r,age_vac_1_under_1_year,,93.87311039853414
2019,ill_3_m_m_r,age_vac_1_under_1_year,,94.31924882629107
2020,ill_3_m_m_r,age_vac_1_under_1_year,,86.96118378726142
2021,ill_3_m_m_r,age_vac_1_under_1_year,,81.65015525654296
2022,ill_3_m_m_r,age_vac_1_under_1_year,,89.77072310405644
2023,ill_3_m_m_r,age_vac_1_under_1_year,,86.53954688381843
2024,ill_3_m_m_r,age_vac_1_under_1_year,,88.33333333333333
2015,ill_3_m_m_r,age_vac_1_under_1_year,,74.98340193865356
2016,ill_3_m_m_r,age_vac_1_under_1_year,,74.8908448263913
2017,ill_3_m_m_r,age_vac_1_under_1_year,,57.6239213325306
2018,ill_3_m_m_r,age_vac_1_under_1_year,,51.25506353218155
2019,ill_3_m_m_r,age_vac_1_under_1_year,,80.63338202097995
2020,ill_3_m_m_r,age_vac_1_under_1_year,,73.11664009979901
2021,ill_3_m_m_r,age_vac_1_under_1_year,,56.44390929159141
2022,ill_3_m_m_r,age_vac_1_under_1_year,,55.58976132826011
2023,ill_3_m_m_r,age_vac_1_under_1_year,,64.42081038508373
2024,ill_3_m_m_r,age_vac_1_under_1_year,,97.21816491833754
2015,ill_3_m_m_r,age_vac_1_under_1_year,,93.8784730065507
2016,ill_3_m_m_r,age_vac_1_under_1_year,,92.91878734233238
2017,ill_3_m_m_r,age_vac_1_under_1_year,,94
2018,ill_3_m_m_r,age_vac_1_under_1_year,,96.08145634063561
2019,ill_3_m_m_r,age_vac_1_under_1_year,,95.16602665461939
2020,ill_3_m_m_r,age_vac_1_under_1_year,,96.59216640849746
2021,ill_3_m_m_r,age_vac_1_under_1_year,,84.28930817610063
2022,ill_3_m_m_r,age_vac_1_under_1_year,,98.63793453954057
2023,ill_3_m_m_r,age_vac_1_under_1_year,,82.68613186525101
2024,ill_3_m_m_r,age_vac_1_under_1_year,,97.69595662977186
2015,ill_3_m_m_r,age_vac_1_under_1_year,,74.16565796299498
2016,ill_3_m_m_r,age_vac_1_under_1_year,,71.02977667493796
2017,ill_3_m_m_r,age_vac_1_under_1_year,,69.34331078812299
2018,ill_3_m_m_r,age_vac_1_under_1_year,,66.80180882582255
2019,ill_3_m_m_r,age_vac_1_under_1_year,,78.49731973024382
2020,ill_3_m_m_r,age_vac_1_under_1_year,,76.05459057071961
2021,ill_3_m_m_r,age_vac_1_under_1_year,,71.32441118626181
2022,ill_3_m_m_r,age_vac_1_under_1_year,,77.41288744536669
2023,ill_3_m_m_r,age_vac_1_under_1_year,,91.6982807841147
2024,ill_3_m_m_r,age_vac_1_under_1_year,,88.95037177935328
2015,ill_3_m_m_r,age_vac_1_under_1_year,,90.54982817869416
2016,ill_3_m_m_r,age_vac_1_under_1_year,,90.85338514422358
2017,ill_3_m_m_r,age_vac_1_under_1_year,,87.65609990393853
2018,ill_3_m_m_r,age_vac_1_under_1_year,,89.8699421965318
2019,ill_3_m_m_r,age_vac_1_under_1_year,,89.72508591065292
2020,ill_3_m_m_r,age_vac_1_under_1_year,,91.37647586309969
2021,ill_3_m_m_r,age_vac_1_under_1_year,,85.39865513928915
2022,ill_3_m_m_r,age_vac_1_under_1_year,,91.96320330884976
2023,ill_3_m_m_r,age_vac_1_under_1_year,,93.49466146665814
2024,ill_3_m_m_r,age_vac_1_under_1_year,,93.47079037800687
2015,ill_3_m_m_r,age_vac_1_under_1_year,,94.26239347017165
2016,ill_3_m_m_r,age_vac_1_under_1_year,,93.91639288546504
2017,ill_3_m_m_r,age_vac_1_under_1_year,,96.6438137755102
2018,ill_3_m_m_r,age_vac_1_under_1_year,,93.72941474537623
2019,ill_3_m_m_r,age_vac_1_under_1_year,,90.6253751050294
2020,ill_3_m_m_r,age_vac_1_under_1_year,,90.07590347796534
2021,ill_3_m_m_r,age_vac_1_under_1_year,,88.40880102040816
2022,ill_3_m_m_r,age_vac_1_under_1_year,,90.3868397378229
2023,ill_3_m_m_r,age_vac_1_under_1_year,,97.38497792216705
2024,ill_3_m_m_r,age_vac_1_under_1_year,,94.86256151722482
2015,ill_3_m_m_r,age_vac_1_under_1_year,,91.19708438463695
2016,ill_3_m_m_r,age_vac_1_under_1_year,,91.83892617449665
2017,ill_3_m_m_r,age_vac_1_under_1_year,,90.32046014790468
2018,ill_3_m_m_r,age_vac_1_under_1_year,,88.71824480369514
2019,ill_3_m_m_r,age_vac_1_under_1_year,,92.99130922343706
2020,ill_3_m_m_r,age_vac_1_under_1_year,,93.47651006711409
2021,ill_3_m_m_r,age_vac_1_under_1_year,,91.91454396055875
2022,ill_3_m_m_r,age_vac_1_under_1_year,,90.05200090436355
2023,ill_3_m_m_r,age_vac_1_under_1_year,,82.64378088529072
2024,ill_3_m_m_r,age_vac_1_under_1_year,,93.35576114381834
2015,ill_3_m_m_r,age_vac_1_under_1_year,,94.31225923408113
2016,ill_3_m_m_r,age_vac_1_under_1_year,,93.46672111065742
2017,ill_3_m_m_r,age_vac_1_under_1_year,,94.32289432289433
2018,ill_3_m_m_r,age_vac_1_under_1_year,,88.89129025286363
2019,ill_3_m_m_r,age_vac_1_under_1_year,,91.86494448221165
2020,ill_3_m_m_r,age_vac_1_under_1_year,,88.75051041241323
2021,ill_3_m_m_r,age_vac_1_under_1_year,,84.44158444158444
2022,ill_3_m_m_r,age_vac_1_under_1_year,,90.53287351207031
2023,ill_3_m_m_r,age_vac_1_under_1_year,,96.8529312857303
2024,ill_3_m_m_r,age_vac_1_under_1_year,,99.93201903467029
2015,ill_3_m_m_r,age_vac_1_under_1_year,,83.9753466872111
2016,ill_3_m_m_r,age_vac_1_under_1_year,,87.53623188405797
2017,ill_3_m_m_r,age_vac_1_under_1_year,,94.52347844689271
2018,ill_3_m_m_r,age_vac_1_under_1_year,,90.83525817748304
2019,ill_3_m_m_r,age_vac_1_under_1_year,,87.10323574730354
2020,ill_3_m_m_r,age_vac_1_under_1_year,,88.54219948849105
2021,ill_3_m_m_r,age_vac_1_under_1_year,,82.3403572574607
2022,ill_3_m_m_r,age_vac_1_under_1_year,,95.59767198925535
2023,ill_3_m_m_r,age_vac_1_under_1_year,,74.0953947368421
2024,ill_3_m_m_r,age_vac_1_under_1_year,,99.32203389830508
2015,ill_3_m_m_r,age_vac_1_under_1_year,,99.26108374384236
2016,ill_3_m_m_r,age_vac_1_under_1_year,,99.7584541062802
2018,ill_3_m_m_r,age_vac_1_under_1_year,,97.95081967213115
2019,ill_3_m_m_r,age_vac_1_under_1_year,,98.0295566502463
2020,ill_3_m_m_r,age_vac_1_under_1_year,,99.7584541062802
2021,ill_3_m_m_r,age_vac_1_under_1_year,,99.35587761674718
2022,ill_3_m_m_r,age_vac_1_under_1_year,,99.51456310679612
2023,ill_3_m_m_r,age_vac_1_under_1_year,,99.98359983599836
2015,ill_3_m_m_r,age_vac_1_under_1_year,,93.75681145881987
2016,ill_3_m_m_r,age_vac_1_under_1_year,,87.35938425103612
2017,ill_3_m_m_r,age_vac_1_under_1_year,,79.58439664600802
2018,ill_3_m_m_r,age_vac_1_under_1_year,,74.81279305759675
2019,ill_3_m_m_r,age_vac_1_under_1_year,,91.5615755877316
2020,ill_3_m_m_r,age_vac_1_under_1_year,,90.40852575488455
2021,ill_3_m_m_r,age_vac_1_under_1_year,,72.38425082026978
2022,ill_3_m_m_r,age_vac_1_under_1_year,,72.44796828543112
2023,ill_3_m_m_r,age_vac_1_under_1_year,,80.03413206054972
2024,ill_3_m_m_r,age_vac_1_under_1_year,,92.37116612174997
2015,ill_3_m_m_r,age_vac_1_under_1_year,,90.87057010785824
2016,ill_3_m_m_r,age_vac_1_under_1_year,,92.27848101265823
2017,ill_3_m_m_r,age_vac_1_under_1_year,,86.03294440631434
2018,ill_3_m_m_r,age_vac_1_under_1_year,,85.09713701431492
2019,ill_3_m_m_r,age_vac_1_under_1_year,,91.1402157164869
2020,ill_3_m_m_r,age_vac_1_under_1_year,,90.92224231464738
2021,ill_3_m_m_r,age_vac_1_under_1_year,,78.38023335621139
2022,ill_3_m_m_r,age_vac_1_under_1_year,,82.46991104133961
2023,ill_3_m_m_r,age_vac_1_under_1_year,,76.55287594361681
2024,ill_3_m_m_r,age_vac_1_under_1_year,,94.7226502311248
2015,ill_3_m_m_r,age_vac_1_under_1_year,,78.11735941320293
2016,ill_3_m_m_r,age_vac_1_under_1_year,,80.24670778463077
2017,ill_3_m_m_r,age_vac_1_under_1_year,,75.88824111758883
2018,ill_3_m_m_r,age_vac_1_under_1_year,,67.65540602398609
2019,ill_3_m_m_r,age_vac_1_under_1_year,,79.79392245895913
2020,ill_3_m_m_r,age_vac_1_under_1_year,,80.41340223370563
2021,ill_3_m_m_r,age_vac_1_under_1_year,,71.12528874711252
2022,ill_3_m_m_r,age_vac_1_under_1_year,,66.64770572620402
2023,ill_3_m_m_r,age_vac_1_under_1_year,,60.77151612978688
2024,ill_3_m_m_r,age_vac_1_under_1_year,,81.19105833042263
2015,ill_3_m_m_r,age_vac_1_under_1_year,,96.03328710124826
2016,ill_3_m_m_r,age_vac_1_under_1_year,,95.64891222805701
2017,ill_3_m_m_r,age_vac_1_under_1_year,,96.65893271461718
2018,ill_3_m_m_r,age_vac_1_under_1_year,,94.33858957512045
2019,ill_3_m_m_r,age_vac_1_under_1_year,,94.78502080443828
2020,ill_3_m_m_r,age_vac_1_under_1_year,,91.3728432108027
2021,ill_3_m_m_r,age_vac_1_under_1_year,,78.2985305491106
2022,ill_3_m_m_r,age_vac_1_under_1_year,,87.45340167753962
2023,ill_3_m_m_r,age_vac_1_under_1_year,,98.94245982180033
2024,ill_3_m_m_r,age_vac_1_under_1_year,,99.66712898751734
2015,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,96.4110288820486
2016,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,97.20298896277507
2017,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,93.83035675106412
2018,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,93.6888608393815
2019,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,95.83469775361844
2020,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,96.84650716391307
2021,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,81.6797577778753
2022,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,93.3152664859982
2023,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,92.19638869522164
